date,content
232,절대 비추천 오전 시에 숙소 예약 및 결제 완료 시간 뒤 숙소가려고 예약 조회해보니 결제방식 문제 오류로 결제가 되지 않았다고 합니다 결국 다시 재어 결제했는데 잠시 후 오전 시에 결제된 건 이 정상적으로 결제 완료된 걸로 조회됐어요 결국 이중 결제 아고다 어플로 취소하려고 했으나 AI 채팅 기능은 진짜 쓰레기보다 못한 수준이었고 구글 검색을 통해 고객센터 전화를 어렵게 찾은 후 고객센터에 전화했으나 상담원이 내가 영어를 잘못한다는 이유로 비웃고 조롱했습니다 두 번 다시 아고다서 비스를 이용하지 않을 것이며 추천도 하지 않을 겁니다
233,제가 아고다에서 비회원으로 숙소 항공권 예약했는데 어디에도 예약 확정이나 예약 정보를 볼 수가 없어요 계속 로그인만 하라고 하고 이미 결제 완료는 됐는데 어떻게 된 건지 알려주세요
234,goodsystem
235,정확한 정보가 빠릅니다
236,할인이 되는 것처럼 하고 안 된다든지 캐시백을 직접 신청해야만 된다든지 캐시백 후 금액을 보여줌으로 실제 결제금액에 혼동을 줘서 이용이 불편합니다
237,결제 오류 너무 많이 뜸
238,지난번 포천 여행 시 묵었던 숙소는 딱 그만큼이었어요
239,방금 깔았는데 아예 아무것도 안 되네요 뭐든 터치하는 것마다 연결할 수 없다고 떠서 아무것도 할 수가 없습니다
240,worldbestappever
241,최악입니다 호텔 측에서 룸이 없다고 취소 처리했는데 아고다 측에서 고지를 안 해줘서 한밤에 노숙했어요 야간 근무자들은 아랍이나 동남아 억양이 센 영어를 구사해서 알아듣지도 못할 지경이고요 아고다 진 심벌로 네오
242,예약한 호텔이 안 보이고 더 보기를 누르면 면의 호텔들만 계속 보입니다 예약이 된 건지 중복 예약은 아닌지 어떻게 확인하나요 여행 앞두고 여박 예약했는데 지금 확인을 못하고 발만 동동 구르고 있어요
243,아니 조식 포함해서 만 원 정도 더 비싸게 예약하고 오니 스키아 호텔은 조식이 무료라네요 기분이 많이 나쁩니다 조치를 취하려 해도 연락할 방법도 없고 호텔 측에서는 예약한 앱에서 해결하라 하고 너무 하네요
244,아직 많이 안 써봐서 잘 모름
245,설치해셔 예약하려다 리뷰해 주신 분들 덕에 사기 어플 걸렀네요 ㄷㄷ 감사해요 다들
246,정보 선택을 쉽게 할 수 있어서 좋습니다
247,결제 도중 오류가 잦습니다 혹여 잘못 결제될까 불안하네요 캐시백 리워드도 체크아웃 후 일부터라 애매합니다 하지만 타 사이드보다 저렴하게 숙소를 이용할 수 있어서 괜찮네요
248,투어 상품 결제만 해가고 서비스는 제공받지 못 행ㅇ는데 달이 지난 지금까지도 환불을 안 해주고 있음 연락하고 의사소통하는 것도 너무 어렵고 느림
249,매우 빠르고 손쉬워서 좋습니다
250,쿠폰 적용이 복잡하지만 싸네요
251,카드 정보 입력하는 데 숫자 하나 쓰면 키패드 사라져서 다른 칸 눌렀다 다시 카드 정보 입력하러 가서 숫자 하나 누르고 다시 다른 칸 갔다가 카드 정보 숫자 하나 입력하는 갯벌 짓을 해야 함
252,신속하고 편리한 예약 시스템 만족
253,너무 느리고 비싸다
254,아고다의 조건이
255,trustandc hoose
256,선택 메뉴가 잘 되어 있어서 좋다
257,쓰기 편해요 단 고객센터 연결은 매우 어렵네요
258,방을 너무 저렴하게 잡
259,적당히 광고해야지 알람 설정 다 꺼놔도 광고성 메시지 뜨는 건 무슨 경우냐
260,카드번호 등록하기 계속 오류
261,좋은 거 같아요
262,설치가 안 되어요
263,아고다가 최고인 듯
264,와 신용카드 제휴 할인 링크로 들어가면 결제 오류계 속 반복되고 신용카드 정보 틀렸다고 애매모호한 메시지만 다른 제휴카드로 바꿔 들어가도 똑같음 결국 포기하고 할인 안 받는 걸로 캐시 삭제 후 비싼 가격으로 결제하는 건 성공함 ㅋ 한두 번 이런 게 아님
265,오늘 처음 이용했는데 일 호텔 예약하고 결제까지 다 하고 문자 왔는데 예약 취소됐다고 뜸근데 여기 취소 수수로 있는 곳이라 지금 호텔에 메일 발송하고 아고다 메일 발송 아고다 고객센터 번호로 전화 시간 넘게 연결 안 되고 있음 진짜 쓰레기임이 딴 어플 괜히 써서 환불받으려고 영어 못하는데 번역기 돌려가면서 하고 있음별 하나도 아까움
266,만 원이라 해서 클릭하면 만 원으로 오르는 마법 보이는 금액이랑 결제금액 다름이건 사기임
267,편안한 예약 굳굳
268,gooood
269,좋은 숙박시설 알찬 가격으로 좋아요
270,빠르고 가격 최고
271,투숙 완료된 예약 리스트 보고 싶은데 한 개밖에 안 뜨고 몇 년 지난 예약이라 안 뜨나 요 투숙했던 곳이 어딘지 물가 물 해서 확인 후 같은 곳으로 예약하려고 하니 리스트에 없어서 못 쓰네요
272,세금은 제하고 올라온 가격이라 금액 차이가 비싸요
273,숙소 예약 시 많은 도움이 되었습니다
274,비회원 예약했는데 예약번호 모르고 예약 확인 메일 안 옴 어디서도 확인이 안 됨
275,오랜만에 들어왔는데 여전히 편하네요
276,화장실 너무 깨끗해요
277,낚시질이 너무 심함 할인이라면서 실제론 할인 밖에 안 해줌 가격도 제멋대로
278,goooooooooooooood
279,빕ㄱㅋㅂ킥ㄴㅂㆍㅂ
280,좋아요 늘 잘 이용하고 있습니다
281,예약 건 실수로 취소됐는데 아고다는 콘택트도 안됨 아고다에서 정한 내용 외에는 그 어떤 문의나 상담도 해줄 생각이도 없음 고객이 원하는 서비스가 아니아 고다에서 원하는 최소 서비스만 제공
282,예약도 빠르게 할 수 있고 가격 대비 아주 좋아요
283,고객센터 연결하는데 분 걸립니다 예약하실 땐 무조건 약간 잘 보시고 정확한 날짜로 예약해 주셔야 합니다 실수하시면 돌이키기 듭니다
284,잘 이용하고 있습니다
285,가격 정보 변동이 심함
286,예약 후 취소 등 원활
287,모든 시스템이 사용하기 쉽고 편리하게 이용할 수 있어서 좋습니다 감사합니다
288,덕분에 좋은 숙소 예약하고 있습니다
289,첫 사용인데 기대해 봅니다
290,사용이 편리해요
291,저렴하게 예약했어요
292,이야 이렇게 쓰레기는 처음 봐요 로딩도 무한이고 한 번 얻어걸리면 최종 결제값 불러오는데 두 시간 동안 소요되다 실 결제는 되지도 않고 ㅡㅡ와 가격만 최저 면 뭐 합니까 쓸 수가 없는데
293,너어 오 너무 느려 요 로딩한 참 걸리고 결제 오류도 너무 자주 뜸
294,어플 오류로 만원 날림 결제 페이지에서 자꾸 꺼지는 현상이 발생하고 예약 확정 메시지도 안 옴 그래서 결제 진행 안 된 걸로 확인하고 몇 번 다시 시도했는데 나도 모르게만 원 결제되어 있었음 고객센터 전화해도 결제 페이지에 서 버튼을 눌렀기 때문에 환불 불가하다고만 답변 받음 결제 페이지에서 분 넘게 지연되는데 그게 결제된 거라고는 생각도 못 함어 플 좀 제대로 만들었으면 다시는 아고다 안 쓸 듯
295,호텔 찾기가 쉬워요
296,편안하고 좋아요
297,최근 당일 호텔 예약 후 결제하고 예약 확인서까지 받았는데 호텔에는 어떤 연락도 받지 못하였다고 하여 한참 기다렸습니다 담당 센터는 계속 통화량 많다는 앵무새 같은 대답만 반복되고 이런 식이면 그냥 당일 연락은 오류 나도 책임질 수 없으니 하지 말라고 공지에 써놓으면 좋겠네요
298,최악의 고객센터 서비스를 왜 하는지 모르겠음 통화하려다가 암 생김
299,세금 봉사료 중인 것들 가끔 있음 잘 보고 예약해야 함
300,링크로 들어가면 다른 곳이 나옴
301,간단하고 빠른 선택이 가능한 아고다
302,완전 수수료를 마구마구 떼어가는 앱입니다 호텔 측에서 환불해준다고 해도 퍼센트 씩 수수료를 떼는 정말 질 나쁜 구조이고 소비자 불편사항 메일에 답변도 해주지 않습니다
303,정말 개판이네요 울산 펜션 일일로 예약해 금액도 결제했고 지금 여기 와 있는데 방이 없다고 합니다아고 다 막아놓은지 한참 되셨다고 하는데 이미 전 결제까지 다 해놓고 펜션 와 있는 상황인데 이게 말이 됩니까 제 돈은 둘째치고 지금 방이 없어 난리인데 이 밤에 전 어디로 가야 하나요 진짜 본사 찾아가서 엎어버리고 싶네요
304,결제할 부 기능이 없어
305,결제가 번거롭고 어려워졌으며 다른 페이지로 결제가 넘어가고 가격이 상향되며 자꾸 취소가 됨
306,앱이 편리함 호텔 간 비교가 잘 됨
307,깔끔하고 비교적 저렴하다
308,가격 오류가 너무 심하네요 검색할 때마다 처음 가격보다 가격이 오르네요 왜 이런 현상이 가격 가지고 장난하는 것도 아니고 이런 게 한두 번이 아니네요
309,숙소 착오로 예약되었는데 해당 호텔에서 사정 이야기하고 아고다 메일로 취소했는데 친절하게 메일로 환불 처리 내용 보내주었어요 ㅎㅎ
310,저렴하고 편한 곳을 잘 보여줘요
311,비회원 예약 취소하려면 고객센터 연결해야 하는데 뒤져도 안돼 네 쓰레기 같음 절대 이용 안 함
312,할인 잘 되고 정보 정확합니다
313,다양한 객실을 보유하고 있다
314,늘 여기서 호텔 예약합니다
315,가격이 달라요
316,쉽게 이용 가능해서 좋습니다ㅎㅎ
317,고객센터 전화 불가 이메일 수신은 한국어로 대응 불가 영어로 다시 보내면 기계적인 답변 정신건강을 위해 사용 안 하는 게 좋음
318,처음 빼고 자꾸 은근 가격 올리는 느낌 무엇
319,보이는 금액과 실 결제금액이 다릅니다 카드 입력 후 결제가 어렵고 에러가 나서 다음 화면으로 넘어가지 않아요
320,약간 버벅거려요
321,Ifou nditdifficulttocontacttheservicecenterforcancellationofreservationWhenImadethereservationIenteredthewrongemailaddressasanonmem berTocancelm y reservationIt riedtocalltheservicecenterinKoreaS EVERALTI MESB utIcouldntgetthroughtothecenterItwasbusyItmademeembar rass ingFinally IwasonthephoneinEnglishandIsucceededincancellationthenexteveningIthinkAgodas houldcomplementthesystemof customersevice
322,점도 주기 아까 움 숙소가 아고다로 예약을 더 안 받으려고 해지를 부탁했음 아고 다 측 무응답 숙소는 이미 방이 다 찼는데 아고다로 계속 예약이 들어옴 취소를 해야 하니 고객들 연락처를 알려달라 함 아고다 측 무응답 덕분에 나는 당일 숙소에 체크인하러 가서 방 없다는 통보를 받게 됨ㅋㅋㅋㅋㅋㅋ숙소 측에도 문제가 있긴 하지만 아고다가 sibal 일을 했더라면 당일에 통보받진 않았을 거임 안 그래도 숙소별로 없는 지역이라 그냥 다른 지역으로 떴고 덕분에 여행 계획 완전히 망가져가 버 림아 고대는 숙소비 환불해주고 아고다 포인트 숙소 비퍼 센트 준 게 끝 만 원도 안 되는 가격 임ㅋㅋㅋㅋ 아무리 외국기업이라지만 이런 식으로 하려면 sIBal 장사 접어라 한국 여행객들 많이 이용해서 계속 쓰고 있었는데 화나서 다른 어플로 갈아탈 예정 봉변당하기 싫으면 아고다 삭제하세요
323,예약이 너무 편해요
324,숙소도 많고 예약도 편리해요
325,예약 취소가 빠르게 처리돼서 좋아요
326,아고다 캐시 적용 후 예약 도 중 결제 실패해서 다시 했더니 아고다 캐시가 없어졌네요 적은 금액이라 고객센터 연락 안 하고 그냥 결제했네요
327,veryconvenientandcosteffective
328,아고다 사기 어플이네요 특별한 날이라 주전에 오션뷰 예약했는데 하루 전날 확인해보니 시티뷰되어 있습니다 ㅡㅡ 예약한 오션뷰 영수증 사진이랑 하루 전날 바뀐 사진 다 찍어놨는데 어차피 전화도 안 받아 용돈도 돈인데 오션뷰 예약하려고 주전에 예약 잡은 의미도 없고 이미 객실은 만실이라고 합니다 신나게 여행 가야 하는데 덕분에 기분 나쁘게 출발 ㅡㅡ아고다 어플 다신 사용 안 해야겠습니다 네이버가 할인 가격이 더 싸기도 하고 아고다로 예약해도 호텔에 전달받은 게 없다고도 하고 멀 리가시는 분들 절대 사용하지 마세요 아고다 사용하면 객실 랜덤 배정이나 땅바닥에서 자야 합니다 뽑기 운 좋으신 분들은 해보시길 ㅋㅋㅋㅋ
329,요약 롯데호텔 하노이를 예약 호텔에 체크인하려 했더니 레지던스에 예약되어 있다고 함이 문제도 호텔 직원이 한참을 찾아서 확인 늦은 시간에 연락할 전화번호도 없고 앱을 통해 문의하는 방법도 숨겨져 있어서 찾기 어려움 어쩔 수 없이 레지던스 이용하고 나중에 겨우 찾아서 문의하니 협력사인 익스피디아에 문의하고 답변 주겠다 함일 많 기다리라 더니 연락 없음 다시 연락 또 일만 기다리라 더니 연락 없음 앱에서는 더 이상 질문 안됨 현재 시점 거의 한 달다 되어 감 이렇게 말도 안 되는 서비스 가 있나요 해결 안 되면 저는 아고다 안 쓰면 그만이지만 이런 서비스하는 아고다 사용 못 하도록 최선을 다해 알리겠습니다 후기를 보니 이런 문제는 저만 있는 게 아니었네요 불안해서 아고다 이용할 수 있겠습니까
330,할인되는 마스터카드인데 왜 할인 안 된다고 나올까요
331,카드 분실로 재발급 후 결제 시 카드번호 입력할 때 이전 등록된 카드의 삼성 패스가 뜨면서 카드번호 입력이 안 됩니다 여러 번 시도하다 결국 안 되어 노트 앱에 카드번호 적은 후 복사하여 붙여넣기로 결제를 하기는 했습니다
